city,date,year,month,season,max_temp,min_temp,mean_temp,temperature_category,temp_range,rainfall_mm,is_rainy,daily_duration
Hyderabad,27-08-2024,2024,8,Summer,29.6,22.4,25.2,Warm,7.2,4,TRUE,45114.09
Hyderabad,28-08-2024,2024,8,Summer,29.2,22.4,25.4,Warm,6.8,3.3,TRUE,45058.37
Hyderabad,29-08-2024,2024,8,Summer,29.2,22.3,25.2,Warm,6.9,1.1,TRUE,45002.37
Hyderabad,30-08-2024,2024,8,Summer,24.8,22,23.4,Warm,2.8,17.7,TRUE,44946.11
Hyderabad,31-08-2024,2024,8,Summer,25.1,21.9,23.2,Warm,3.2,33.3,TRUE,44889.64
Hyderabad,01-09-2024,2024,9,Autumn,22.8,21.7,22.2,Warm,1.1,79.5,TRUE,44833
Hyderabad,02-09-2024,2024,9,Autumn,25.1,22,23.6,Warm,3.1,2,TRUE,44776.23
Hyderabad,03-09-2024,2024,9,Autumn,27.5,22.5,24.6,Warm,5,12.1,TRUE,44719.36
Hyderabad,04-09-2024,2024,9,Autumn,28.1,22.6,24.4,Warm,5.5,4.5,TRUE,44662.44
Hyderabad,05-09-2024,2024,9,Autumn,29.4,22.6,25.1,Warm,6.8,3.7,TRUE,44605.5
Hyderabad,06-09-2024,2024,9,Autumn,29,22.6,25.2,Warm,6.4,3.4,TRUE,44548.56
Hyderabad,07-09-2024,2024,9,Autumn,26.5,22.6,23.9,Warm,3.9,10.4,TRUE,44491.68
Hyderabad,08-09-2024,2024,9,Autumn,26.4,22.7,23.8,Warm,3.7,17.1,TRUE,44434.89
Hyderabad,09-09-2024,2024,9,Autumn,25,22.6,23.5,Warm,2.4,11.3,TRUE,44378.14
Hyderabad,10-09-2024,2024,9,Autumn,29.2,22.4,25.2,Warm,6.8,2.5,TRUE,44321.08
Hyderabad,11-09-2024,2024,9,Autumn,29.4,22,25.1,Warm,7.4,0.1,FALSE,44263.66
Hyderabad,12-09-2024,2024,9,Autumn,28.7,22.1,25,Warm,6.6,0,FALSE,44205.91
Hyderabad,13-09-2024,2024,9,Autumn,28.6,21.9,24.8,Warm,6.7,0,FALSE,44147.89
Hyderabad,14-09-2024,2024,9,Autumn,29.1,21.6,24.9,Warm,7.5,0,FALSE,44089.63
Hyderabad,15-09-2024,2024,9,Autumn,29.4,21.8,25.3,Warm,7.6,0,FALSE,44031.15
Hyderabad,16-09-2024,2024,9,Autumn,27.8,22.1,24.5,Warm,5.7,0.8,FALSE,43972.52
Hyderabad,17-09-2024,2024,9,Autumn,29.8,21.1,25,Warm,8.7,0,FALSE,43913.75
Hyderabad,18-09-2024,2024,9,Autumn,29.5,21,24.9,Warm,8.5,0.1,FALSE,43854.9
Hyderabad,19-09-2024,2024,9,Autumn,30.4,21.1,25.8,Warm,9.3,0,FALSE,43795.99
Hyderabad,20-09-2024,2024,9,Autumn,30.9,22,26,Warm,8.9,0.4,FALSE,43737.05
Hyderabad,21-09-2024,2024,9,Autumn,29.5,22.1,24.7,Warm,7.4,6.1,TRUE,43678.14
Hyderabad,22-09-2024,2024,9,Autumn,29.3,22.2,24.7,Warm,7.1,2.8,TRUE,43619.29
Hyderabad,23-09-2024,2024,9,Autumn,29.2,22.1,24.9,Warm,7.1,24.4,TRUE,43560.52
Hyderabad,24-09-2024,2024,9,Autumn,29.2,22.5,25.2,Warm,6.7,12.4,TRUE,43501.88
Hyderabad,25-09-2024,2024,9,Autumn,28.7,22.7,24.8,Warm,6,11,TRUE,43443.41
Hyderabad,26-09-2024,2024,9,Autumn,27.8,22.9,24.9,Warm,4.9,8.6,TRUE,43385.13
Hyderabad,27-09-2024,2024,9,Autumn,29,22.5,25.1,Warm,6.5,0,FALSE,43327.09
Hyderabad,28-09-2024,2024,9,Autumn,29.6,22,25.4,Warm,7.6,0,FALSE,43269.32
Hyderabad,29-09-2024,2024,9,Autumn,30.7,22.7,26.2,Warm,8,1,FALSE,43211.8
Hyderabad,30-09-2024,2024,9,Autumn,29.9,22.5,25.8,Warm,7.4,3.5,TRUE,43154.1
Hyderabad,01-10-2024,2024,10,Autumn,31.2,22.4,26.3,Warm,8.8,3.4,TRUE,43096.2
Hyderabad,02-10-2024,2024,10,Autumn,31.8,22.5,26.4,Warm,9.3,2.4,TRUE,43038.15
Hyderabad,03-10-2024,2024,10,Autumn,31.5,22.5,26.1,Warm,9,1.1,TRUE,42979.97
Hyderabad,04-10-2024,2024,10,Autumn,30.6,22.4,25.7,Warm,8.2,0.1,FALSE,42921.72
Hyderabad,05-10-2024,2024,10,Autumn,30.4,22.2,25,Warm,8.2,2.5,TRUE,42863.43
Hyderabad,06-10-2024,2024,10,Autumn,30.7,21.6,25.4,Warm,9.1,1.1,TRUE,42805.14
Hyderabad,07-10-2024,2024,10,Autumn,30,21.6,25.3,Warm,8.4,2.1,TRUE,42746.89
Hyderabad,08-10-2024,2024,10,Autumn,29.6,21.6,25.3,Warm,8,0.2,FALSE,42688.74
Hyderabad,09-10-2024,2024,10,Autumn,30.1,22.5,25.3,Warm,7.6,2.7,TRUE,42630.71
Hyderabad,10-10-2024,2024,10,Autumn,29.1,22.5,25,Warm,6.6,1.5,TRUE,42572.85
Hyderabad,11-10-2024,2024,10,Autumn,29.6,22.6,24.9,Warm,7,1.8,TRUE,42515.2
Hyderabad,12-10-2024,2024,10,Autumn,29.5,22.3,24.8,Warm,7.2,4.2,TRUE,42457.81
Hyderabad,13-10-2024,2024,10,Autumn,29.6,21,25.1,Warm,8.6,2.7,TRUE,42400.71
Hyderabad,14-10-2024,2024,10,Autumn,28.5,21,25.1,Warm,7.5,0.2,FALSE,42343.95
Hyderabad,15-10-2024,2024,10,Autumn,29.4,22,24.6,Warm,7.4,11.9,TRUE,42287.58
Hyderabad,16-10-2024,2024,10,Autumn,29.4,21.9,25,Warm,7.5,5.7,TRUE,42231.63
Hyderabad,17-10-2024,2024,10,Autumn,29,22.6,25,Warm,6.4,7.9,TRUE,42176.16
Hyderabad,18-10-2024,2024,10,Autumn,28.8,22,24.9,Warm,6.8,2.5,TRUE,42121.21
Hyderabad,19-10-2024,2024,10,Autumn,30.2,21.5,25.2,Warm,8.7,0.9,FALSE,42066.75
Hyderabad,20-10-2024,2024,10,Autumn,29.4,20.8,24.2,Warm,8.6,5.9,TRUE,42012.32
Hyderabad,21-10-2024,2024,10,Autumn,29.5,20.9,24.8,Warm,8.6,1.2,TRUE,41957.89
Hyderabad,22-10-2024,2024,10,Autumn,29.5,20.9,24.1,Warm,8.6,6.1,TRUE,41903.52
Hyderabad,23-10-2024,2024,10,Autumn,30.5,19.6,24.7,Warm,10.9,0,FALSE,41849.25
Hyderabad,24-10-2024,2024,10,Autumn,30.7,19.5,24.2,Warm,11.2,0,FALSE,41795.12
Hyderabad,25-10-2024,2024,10,Autumn,30.1,19.9,24.4,Warm,10.2,0,FALSE,41741.18
Hyderabad,26-10-2024,2024,10,Autumn,30.1,18.7,24.1,Warm,11.4,0.4,FALSE,41687.5
Hyderabad,27-10-2024,2024,10,Autumn,30.5,18.9,24.7,Warm,11.6,0,FALSE,41634.11
Hyderabad,28-10-2024,2024,10,Autumn,30.2,20,25,Warm,10.2,0,FALSE,41581.06
Hyderabad,29-10-2024,2024,10,Autumn,30.5,21,25.6,Warm,9.5,0.1,FALSE,41528.41
Hyderabad,30-10-2024,2024,10,Autumn,30.2,21.1,24.3,Warm,9.1,14.7,TRUE,41476.22
Hyderabad,31-10-2024,2024,10,Autumn,28.7,21.2,24.4,Warm,7.5,3.1,TRUE,41424.52
Hyderabad,01-11-2024,2024,11,Autumn,30.1,21.3,24.4,Warm,8.8,6.1,TRUE,41373.38
Hyderabad,02-11-2024,2024,11,Autumn,29.1,20.6,24.6,Warm,8.5,1.6,TRUE,41322.86
Hyderabad,03-11-2024,2024,11,Autumn,28.4,20.5,24.2,Warm,7.9,1.2,TRUE,41273
Hyderabad,04-11-2024,2024,11,Autumn,29.5,18.7,24,Warm,10.8,0,FALSE,41223.86
Hyderabad,05-11-2024,2024,11,Autumn,29.7,18.1,24,Warm,11.6,0,FALSE,41175.5
Hyderabad,06-11-2024,2024,11,Autumn,30.2,18.1,23.8,Warm,12.1,0,FALSE,41127.98
Hyderabad,07-11-2024,2024,11,Autumn,29.8,17.8,23.5,Warm,12,0,FALSE,41081.35
Hyderabad,08-11-2024,2024,11,Autumn,29.5,17.5,23.8,Warm,12,0,FALSE,41035.59
Hyderabad,09-11-2024,2024,11,Autumn,29.8,18.1,23.5,Warm,11.7,0,FALSE,40990.25
Hyderabad,10-11-2024,2024,11,Autumn,29.9,18.6,24.2,Warm,11.3,0,FALSE,40945.3
Hyderabad,11-11-2024,2024,11,Autumn,29.3,19.2,24,Warm,10.1,0,FALSE,40900.78
Hyderabad,12-11-2024,2024,11,Autumn,29.9,20.5,25.9,Warm,9.4,0,FALSE,40856.74
Hyderabad,13-11-2024,2024,11,Autumn,30.3,22,26.1,Warm,8.3,0,FALSE,40813.23
Hyderabad,14-11-2024,2024,11,Autumn,29.5,21.9,25,Warm,7.6,1,FALSE,40770.31
Hyderabad,15-11-2024,2024,11,Autumn,30.6,21.6,26.2,Warm,9,1.4,TRUE,40728.03
Hyderabad,16-11-2024,2024,11,Autumn,30.6,21.7,25.8,Warm,8.9,0,FALSE,40686.44
Hyderabad,17-11-2024,2024,11,Autumn,29.5,20.4,24.4,Warm,9.1,0,FALSE,40645.6
Hyderabad,18-11-2024,2024,11,Autumn,28.5,19.9,23.8,Warm,8.6,0,FALSE,40605.56
Hyderabad,19-11-2024,2024,11,Autumn,28.3,19,23.5,Warm,9.3,0,FALSE,40566.38
Hyderabad,20-11-2024,2024,11,Autumn,28.1,18.8,23.4,Warm,9.3,0,FALSE,40528.11
Hyderabad,21-11-2024,2024,11,Autumn,28.3,19.2,23.6,Warm,9.1,0,FALSE,40490.8
Hyderabad,22-11-2024,2024,11,Autumn,28.5,19.1,23.4,Warm,9.4,0,FALSE,40454.54
Hyderabad,23-11-2024,2024,11,Autumn,28.3,19,23.5,Warm,9.3,0,FALSE,40419.34
Hyderabad,24-11-2024,2024,11,Autumn,28.4,19,23.4,Warm,9.4,0,FALSE,40385.3
Hyderabad,25-11-2024,2024,11,Autumn,27.5,18.6,22.6,Warm,8.9,0,FALSE,40352.45
Hyderabad,26-11-2024,2024,11,Autumn,28.8,18.5,23.6,Warm,10.3,0,FALSE,40320.87
Hyderabad,27-11-2024,2024,11,Autumn,27.5,18.5,22.6,Warm,9,0,FALSE,40290.61
Hyderabad,28-11-2024,2024,11,Autumn,26.9,18,21.9,Warm,8.9,0,FALSE,40261.66
Hyderabad,29-11-2024,2024,11,Autumn,29,17.9,24.1,Warm,11.1,0,FALSE,40233.68
Hyderabad,30-11-2024,2024,11,Autumn,29,21.1,24.8,Warm,7.9,0,FALSE,40206.66
Hyderabad,01-12-2024,2024,12,Winter,28,21.9,24.5,Warm,6.1,3,TRUE,40180.6
Hyderabad,02-12-2024,2024,12,Winter,27.2,21.3,23.5,Warm,5.9,3.2,TRUE,40155.55
Hyderabad,03-12-2024,2024,12,Winter,27.4,21.4,23.8,Warm,6,2.5,TRUE,40131.55
Hyderabad,04-12-2024,2024,12,Winter,28.2,21.8,24.7,Warm,6.4,0.5,FALSE,40108.62
Hyderabad,05-12-2024,2024,12,Winter,27.4,21.1,23.8,Warm,6.3,12.2,TRUE,40086.8
Hyderabad,06-12-2024,2024,12,Winter,29.1,21.2,24.7,Warm,7.9,3.1,TRUE,40066.12
Hyderabad,07-12-2024,2024,12,Winter,30,21.1,25.3,Warm,8.9,1.4,TRUE,40046.62
Hyderabad,08-12-2024,2024,12,Winter,28.6,21.8,24.4,Warm,6.8,1.1,TRUE,40028.32
Hyderabad,09-12-2024,2024,12,Winter,27.8,21.1,24.1,Warm,6.7,1,FALSE,40011.26
Hyderabad,10-12-2024,2024,12,Winter,28.2,18.9,23.4,Warm,9.3,0.6,FALSE,39995.47
Hyderabad,11-12-2024,2024,12,Winter,27.1,17.7,22.3,Warm,9.4,0,FALSE,39980.99
Hyderabad,12-12-2024,2024,12,Winter,27.4,17.5,22.3,Warm,9.9,0,FALSE,39967.84
Hyderabad,13-12-2024,2024,12,Winter,26.9,17.8,22,Warm,9.1,0,FALSE,39956.05
Hyderabad,14-12-2024,2024,12,Winter,26.6,17.3,21.6,Warm,9.3,0,FALSE,39945.68
Hyderabad,15-12-2024,2024,12,Winter,26.5,15.9,21,Warm,10.6,0,FALSE,39936.72
Hyderabad,16-12-2024,2024,12,Winter,27,15.4,21,Warm,11.6,0,FALSE,39929.23
Hyderabad,17-12-2024,2024,12,Winter,27.5,15.2,21.3,Warm,12.3,0,FALSE,39923.22
Hyderabad,18-12-2024,2024,12,Winter,28,16.6,22.8,Warm,11.4,0,FALSE,39918.73
Hyderabad,19-12-2024,2024,12,Winter,28.9,18.5,24,Warm,10.4,0,FALSE,39915.67
Hyderabad,20-12-2024,2024,12,Winter,29.4,20.2,24.6,Warm,9.2,0,FALSE,39914.03
Hyderabad,21-12-2024,2024,12,Winter,29.9,20,24.6,Warm,9.9,0,FALSE,39913.79
Hyderabad,22-12-2024,2024,12,Winter,28.5,20.1,24,Warm,8.4,0,FALSE,39914.95
Hyderabad,23-12-2024,2024,12,Winter,28.5,19.8,24.1,Warm,8.7,0,FALSE,39917.48
Hyderabad,24-12-2024,2024,12,Winter,28.5,21,24.3,Warm,7.5,0,FALSE,39921.38
Hyderabad,25-12-2024,2024,12,Winter,27.7,20,23,Warm,7.7,0.2,FALSE,39926.64
Hyderabad,26-12-2024,2024,12,Winter,25.9,20.6,22.4,Warm,5.3,0.5,FALSE,39933.24
Hyderabad,27-12-2024,2024,12,Winter,26.4,19.1,22.5,Warm,7.3,1.8,TRUE,39941.17
Hyderabad,28-12-2024,2024,12,Winter,27.9,18.8,23.1,Warm,9.1,0,FALSE,39950.41
Hyderabad,29-12-2024,2024,12,Winter,28.9,19.2,23.8,Warm,9.7,0,FALSE,39960.94
Hyderabad,30-12-2024,2024,12,Winter,30,19.4,24.6,Warm,10.6,0,FALSE,39972.75
Hyderabad,31-12-2024,2024,12,Winter,28.7,19.9,24.6,Warm,8.8,0,FALSE,39985.83
Hyderabad,01-01-2025,2025,1,Winter,28.5,19,23.9,Warm,9.5,0,FALSE,40000.16
Hyderabad,02-01-2025,2025,1,Winter,28.1,18.6,22.8,Warm,9.5,0,FALSE,40015.72
Hyderabad,03-01-2025,2025,1,Winter,28.9,18.1,23.2,Warm,10.8,0,FALSE,40032.5
Hyderabad,04-01-2025,2025,1,Winter,28.9,17,23,Warm,11.9,0,FALSE,40050.48
Hyderabad,05-01-2025,2025,1,Winter,28.1,16.4,22.7,Warm,11.7,0,FALSE,40069.64
Hyderabad,06-01-2025,2025,1,Winter,27.5,17.6,22.7,Warm,9.9,0,FALSE,40089.97
Hyderabad,07-01-2025,2025,1,Winter,28.5,18,23.1,Warm,10.5,0,FALSE,40111.49
Hyderabad,08-01-2025,2025,1,Winter,27.1,17.7,22.3,Warm,9.4,0,FALSE,40134.45
Hyderabad,09-01-2025,2025,1,Winter,25.8,17,21.7,Warm,8.8,0,FALSE,40158.84
Hyderabad,10-01-2025,2025,1,Winter,26.4,17.3,22,Warm,9.1,0,FALSE,40184.62
Hyderabad,11-01-2025,2025,1,Winter,26.8,17.8,22.3,Warm,9,0,FALSE,40211.73
Hyderabad,12-01-2025,2025,1,Winter,27.7,18,22.8,Warm,9.7,0,FALSE,40240.11
Hyderabad,13-01-2025,2025,1,Winter,28.6,19,23.4,Warm,9.6,0,FALSE,40269.72
Hyderabad,14-01-2025,2025,1,Winter,28.5,18.4,23.4,Warm,10.1,0,FALSE,40300.5
Hyderabad,15-01-2025,2025,1,Winter,28,18.7,23.1,Warm,9.3,0,FALSE,40332.4
Hyderabad,16-01-2025,2025,1,Winter,28.2,18.9,23.4,Warm,9.3,0,FALSE,40365.38
Hyderabad,17-01-2025,2025,1,Winter,28.4,18.9,23.2,Warm,9.5,0,FALSE,40399.38
Hyderabad,18-01-2025,2025,1,Winter,26.9,18.5,22.4,Warm,8.4,0,FALSE,40434.34
Hyderabad,19-01-2025,2025,1,Winter,29.3,19,23.8,Warm,10.3,0,FALSE,40470.22
Hyderabad,20-01-2025,2025,1,Winter,29.5,19.1,23.7,Warm,10.4,0,FALSE,40506.98
Hyderabad,21-01-2025,2025,1,Winter,30.5,18.2,24.1,Warm,12.3,0,FALSE,40544.55
Hyderabad,22-01-2025,2025,1,Winter,30,18.5,24,Warm,11.5,0,FALSE,40582.89
Hyderabad,23-01-2025,2025,1,Winter,29.6,18.5,23.5,Warm,11.1,0,FALSE,40621.96
Hyderabad,24-01-2025,2025,1,Winter,30.5,18.8,24,Warm,11.7,0,FALSE,40661.71
Hyderabad,25-01-2025,2025,1,Winter,31.3,18.3,24.6,Warm,13,0,FALSE,40702.08
Hyderabad,26-01-2025,2025,1,Winter,30.1,19.5,24.8,Warm,10.6,0,FALSE,40743.04
Hyderabad,27-01-2025,2025,1,Winter,31.2,19.1,25.3,Warm,12.1,0,FALSE,40784.61
Hyderabad,28-01-2025,2025,1,Winter,31,19.2,25,Warm,11.8,0,FALSE,40827.23
Hyderabad,29-01-2025,2025,1,Winter,30.5,19.6,24.5,Warm,10.9,0,FALSE,40870.92
Hyderabad,30-01-2025,2025,1,Winter,31,19.2,24.8,Warm,11.8,0,FALSE,40915.62
Hyderabad,31-01-2025,2025,1,Winter,32.3,19.6,25.9,Warm,12.7,0,FALSE,40961.25
Hyderabad,01-02-2025,2025,2,Winter,32.2,21,26.5,Warm,11.2,0,FALSE,41007.77
Hyderabad,02-02-2025,2025,2,Winter,32.3,21.3,26.5,Warm,11,0,FALSE,41055.12
Hyderabad,03-02-2025,2025,2,Winter,32.2,20.7,26.4,Warm,11.5,0,FALSE,41103.22
Hyderabad,04-02-2025,2025,2,Winter,33.1,20,27,Warm,13.1,0,FALSE,41152.04
Hyderabad,05-02-2025,2025,2,Winter,33.3,22,27.6,Warm,11.3,0,FALSE,41201.49
Hyderabad,06-02-2025,2025,2,Winter,32.3,21.5,26.8,Warm,10.8,0,FALSE,41251.54
Hyderabad,07-02-2025,2025,2,Winter,32,21.9,26.9,Warm,10.1,0,FALSE,41302.12
Hyderabad,08-02-2025,2025,2,Winter,32.2,22.1,27.3,Warm,10.1,0,FALSE,41353.18
Hyderabad,09-02-2025,2025,2,Winter,31.5,22,26.7,Warm,9.5,0,FALSE,41404.66
Hyderabad,10-02-2025,2025,2,Winter,32.2,21.4,26.7,Warm,10.8,0,FALSE,41456.52
Hyderabad,11-02-2025,2025,2,Winter,33.7,21.5,27.4,Warm,12.2,0,FALSE,41508.7
Hyderabad,12-02-2025,2025,2,Winter,34.3,22,28.2,Warm,12.3,0,FALSE,41561.14
Hyderabad,13-02-2025,2025,2,Winter,33.5,21.5,27.5,Warm,12,0,FALSE,41613.79
Hyderabad,14-02-2025,2025,2,Winter,32.8,21.1,26.9,Warm,11.7,0,FALSE,41666.61
Hyderabad,15-02-2025,2025,2,Winter,32.9,20.5,27.1,Warm,12.4,0,FALSE,41719.54
Hyderabad,16-02-2025,2025,2,Winter,33.5,20.4,27.4,Warm,13.1,0,FALSE,41772.62
Hyderabad,17-02-2025,2025,2,Winter,34.3,21.4,27.8,Warm,12.9,0,FALSE,41826.32
Hyderabad,18-02-2025,2025,2,Winter,34.7,21.9,28.3,Warm,12.8,0,FALSE,41880.68
Hyderabad,19-02-2025,2025,2,Winter,34,23,28.8,Warm,11,0,FALSE,41935.64
Hyderabad,20-02-2025,2025,2,Winter,33.9,23.4,28.1,Warm,10.5,0.5,FALSE,41991.15
Hyderabad,21-02-2025,2025,2,Winter,32.8,23.2,27.7,Warm,9.6,0,FALSE,42047.17
Hyderabad,22-02-2025,2025,2,Winter,33.8,22.2,28.1,Warm,11.6,0,FALSE,42103.62
Hyderabad,23-02-2025,2025,2,Winter,33.2,23,27.9,Warm,10.2,0,FALSE,42160.49
Hyderabad,24-02-2025,2025,2,Winter,32.3,21.7,27.3,Warm,10.6,0,FALSE,42217.7
Hyderabad,25-02-2025,2025,2,Winter,31.8,21,26.6,Warm,10.8,0,FALSE,42275.22
Hyderabad,26-02-2025,2025,2,Winter,31.8,21.6,26.8,Warm,10.2,0,FALSE,42332.99
Hyderabad,27-02-2025,2025,2,Winter,32.3,21.6,27,Warm,10.7,0,FALSE,42390.97
Hyderabad,28-02-2025,2025,2,Winter,32.5,21.6,27.2,Warm,10.9,0,FALSE,42449.11
Hyderabad,01-03-2025,2025,3,Spring,32.8,21.5,27.3,Warm,11.3,0,FALSE,42507.36
Hyderabad,02-03-2025,2025,3,Spring,34.5,22.5,28.8,Warm,12,0,FALSE,42565.69
Hyderabad,03-03-2025,2025,3,Spring,35.6,23.5,29.8,Warm,12.1,0,FALSE,42624.04
Hyderabad,04-03-2025,2025,3,Spring,36,22.8,29.9,Warm,13.2,0,FALSE,42682.37
Hyderabad,05-03-2025,2025,3,Spring,33.7,21.9,28.2,Warm,11.8,0,FALSE,42740.63
Hyderabad,06-03-2025,2025,3,Spring,32.5,21,26.7,Warm,11.5,0,FALSE,42798.78
Hyderabad,07-03-2025,2025,3,Spring,33.3,19.2,27.3,Warm,14.1,0,FALSE,42856.77
Hyderabad,08-03-2025,2025,3,Spring,35.8,19.8,28.8,Warm,16,0,FALSE,42914.64
Hyderabad,09-03-2025,2025,3,Spring,34.7,21.7,28.4,Warm,13,0,FALSE,42972.83
Hyderabad,10-03-2025,2025,3,Spring,32.6,20.6,27.2,Warm,12,0,FALSE,43031.38
Hyderabad,11-03-2025,2025,3,Spring,33.6,22,28.2,Warm,11.6,0,FALSE,43090.25
Hyderabad,12-03-2025,2025,3,Spring,35.8,22.4,29.4,Warm,13.4,0,FALSE,43149.39
Hyderabad,13-03-2025,2025,3,Spring,37.6,23.6,31,Hot,14,0,FALSE,43208.77
Hyderabad,14-03-2025,2025,3,Spring,37.3,25.5,31.5,Hot,11.8,0,FALSE,43268.35
Hyderabad,15-03-2025,2025,3,Spring,37.4,26,31.3,Hot,11.4,0,FALSE,43328.08
Hyderabad,16-03-2025,2025,3,Spring,37.2,25.3,31.3,Hot,11.9,0,FALSE,43387.93
Hyderabad,17-03-2025,2025,3,Spring,37.6,24.9,31.4,Hot,12.7,0,FALSE,43447.84
Hyderabad,18-03-2025,2025,3,Spring,37,25.9,31.1,Hot,11.1,0,FALSE,43507.8
Hyderabad,19-03-2025,2025,3,Spring,36,22.6,29.6,Warm,13.4,0,FALSE,43567.75
Hyderabad,20-03-2025,2025,3,Spring,35.3,22,28.8,Warm,13.3,0,FALSE,43627.66
Hyderabad,21-03-2025,2025,3,Spring,35.8,22.4,29.2,Warm,13.4,0,FALSE,43687.49
Hyderabad,22-03-2025,2025,3,Spring,33.8,23,26.8,Warm,10.8,0.5,FALSE,43747.19
Hyderabad,23-03-2025,2025,3,Spring,32.2,22.8,27.7,Warm,9.4,0.1,FALSE,43806.72
Hyderabad,24-03-2025,2025,3,Spring,33.2,22.8,28.5,Warm,10.4,0,FALSE,43866.05
Hyderabad,25-03-2025,2025,3,Spring,34.5,23,29.3,Warm,11.5,0,FALSE,43925.14
Hyderabad,26-03-2025,2025,3,Spring,36.2,24,30.1,Hot,12.2,0,FALSE,43983.94
Hyderabad,27-03-2025,2025,3,Spring,37.5,25,31,Hot,12.5,0,FALSE,44042.41
Hyderabad,28-03-2025,2025,3,Spring,37.8,26,31.9,Hot,11.8,0,FALSE,44100.58
Hyderabad,29-03-2025,2025,3,Spring,37.6,26.2,31.9,Hot,11.4,0,FALSE,44158.87
Hyderabad,30-03-2025,2025,3,Spring,38,26.5,31.9,Hot,11.5,0,FALSE,44217.31
Hyderabad,31-03-2025,2025,3,Spring,37,24.6,31,Hot,12.4,0,FALSE,44275.86
Hyderabad,01-04-2025,2025,4,Spring,35.2,23.8,29.1,Warm,11.4,0,FALSE,44334.48
Hyderabad,02-04-2025,2025,4,Spring,32.8,23.3,28.2,Warm,9.5,0.1,FALSE,44393.14
Hyderabad,03-04-2025,2025,4,Spring,30.2,21.5,25,Warm,8.7,11.6,TRUE,44451.8
Hyderabad,04-04-2025,2025,4,Spring,30.5,21.4,26.3,Warm,9.1,0.7,FALSE,44510.43
Hyderabad,05-04-2025,2025,4,Spring,32.5,23.5,27.8,Warm,9,0,FALSE,44568.97
Hyderabad,06-04-2025,2025,4,Spring,34.5,23.1,28.7,Warm,11.4,0,FALSE,44627.39
Hyderabad,07-04-2025,2025,4,Spring,36,23.8,30,Warm,12.2,0,FALSE,44685.66
Hyderabad,08-04-2025,2025,4,Spring,35.6,23.9,29.7,Warm,11.7,0.1,FALSE,44743.73
Hyderabad,09-04-2025,2025,4,Spring,36.8,23.8,30.6,Hot,13,0,FALSE,44801.55
Hyderabad,10-04-2025,2025,4,Spring,37.1,25.4,30.7,Hot,11.7,0,FALSE,44859.11
Hyderabad,11-04-2025,2025,4,Spring,37,24.2,30.9,Hot,12.8,0,FALSE,44916.34
Hyderabad,12-04-2025,2025,4,Spring,37.1,25.1,31.7,Hot,12,0,FALSE,44973.2
Hyderabad,13-04-2025,2025,4,Spring,37,25,31.3,Hot,12,0,FALSE,45029.66
Hyderabad,14-04-2025,2025,4,Spring,36.9,24.9,31.4,Hot,12,0,FALSE,45085.67
Hyderabad,15-04-2025,2025,4,Spring,36.2,24.5,30.8,Hot,11.7,0,FALSE,45141.19
Hyderabad,16-04-2025,2025,4,Spring,36.2,24.2,30.6,Hot,12,0,FALSE,45196.17
Hyderabad,17-04-2025,2025,4,Spring,35.9,25.1,30.3,Hot,10.8,0.3,FALSE,45250.63
Hyderabad,18-04-2025,2025,4,Spring,37.2,25.6,31.5,Hot,11.6,0,FALSE,45304.98
Hyderabad,19-04-2025,2025,4,Spring,35.3,26.7,30.8,Hot,8.6,1.7,TRUE,45359.24
Hyderabad,20-04-2025,2025,4,Spring,37.8,27,32.8,Hot,10.8,0,FALSE,45413.38
Hyderabad,21-04-2025,2025,4,Spring,37.8,26.7,32.6,Hot,11.1,0.1,FALSE,45467.35
Hyderabad,22-04-2025,2025,4,Spring,38.5,27.7,33.2,Hot,10.8,0.1,FALSE,45521.11
Hyderabad,23-04-2025,2025,4,Spring,38.3,28,33.3,Hot,10.3,0,FALSE,45574.63
Hyderabad,24-04-2025,2025,4,Spring,38.7,27.8,33.7,Hot,10.9,0,FALSE,45627.85
Hyderabad,25-04-2025,2025,4,Spring,38.4,28.1,33.3,Hot,10.3,0,FALSE,45680.74
Hyderabad,26-04-2025,2025,4,Spring,37.5,27,32.1,Hot,10.5,0,FALSE,45733.26
Hyderabad,27-04-2025,2025,4,Spring,32.9,24.6,28.8,Warm,8.3,8.2,TRUE,45785.36
Hyderabad,28-04-2025,2025,4,Spring,37,24.9,30.8,Hot,12.1,0,FALSE,45836.98
Hyderabad,29-04-2025,2025,4,Spring,36.9,25,31.5,Hot,11.9,0,FALSE,45888.1
Hyderabad,30-04-2025,2025,4,Spring,38.4,25.1,32,Hot,13.3,0,FALSE,45938.66
Hyderabad,01-05-2025,2025,5,Spring,37.9,25.3,31.9,Hot,12.6,0,FALSE,45988.61
Hyderabad,02-05-2025,2025,5,Spring,38.7,25.5,32.3,Hot,13.2,0,FALSE,46037.91
Hyderabad,03-05-2025,2025,5,Spring,38.5,26.1,32.6,Hot,12.4,0,FALSE,46086.51
Hyderabad,04-05-2025,2025,5,Spring,38.5,24,30.6,Hot,14.5,0,FALSE,46134.36
Hyderabad,05-05-2025,2025,5,Spring,37.5,23.9,32,Hot,13.6,0,FALSE,46181.41
Hyderabad,06-05-2025,2025,5,Spring,36.8,24.9,31.4,Hot,11.9,0,FALSE,46227.6
Hyderabad,07-05-2025,2025,5,Spring,36,24.8,31.2,Hot,11.2,0.8,FALSE,46272.96
